cust_id,Customer_Acc,Stated_Occupation,Account_Type,Age,Account_Tenure_Months,Balance,Average_Balance
cust_36718882,acc_70503798810110,Religious Professionals,Al-AWFAR,14,172,3367,2960
cust_81347676,acc_41800392556162,"EDUCATION, HEALTH AND OTHERS",WAFIYAH,89,38,19803,14525
cust_95397213,acc_80871748716835,BANKER,IHSAN,96,194,3991,3562
cust_70375884,acc_84890806775378,Optometrists and Ophthalmic Opticians,GIA AWFAR,97,134,26001,22483
cust_92471321,acc_83910770793806,Aircraft Pilots & Related Professionals,GIA AWFAR,98,147,161887,142250
cust_86877156,acc_47499939823589,SERVICE MANAGER,Al-AWFAR,93,52,6787,4984
cust_53281938,acc_38939111401680,CLERK,TDT,76,204,43520,40038
cust_79326115,acc_77393870170034,Other service activities,GIA AWFAR,15,224,6733,6032
cust_39552508,acc_82125049045845,HOTELS AND RESTAURANTS,GIA,51,100,25878,22905
cust_51444734,acc_54213170175222,MANUFACTURE OF TEXTILES,IHSAN,32,26,13544,8353
cust_58189131,acc_90372791758267,LAWYER/SOLICITOR,GIA,29,205,12819,11108
cust_96444371,acc_22951782647070,HOTELS AND RESTAURANTS,GIA,84,214,46943,41851
cust_86370443,acc_89116190169306,SEAMSTRESS,STDT,83,124,18838,17245
cust_54032767,acc_18648570967469,Financial and Investment Advisers,Al-AWFAR,56,141,11491,10036
cust_68732860,acc_23817296984915,CHILDREN BELOW AGE,Al-AWFAR,76,57,4459,3393
cust_28212084,acc_58045601194656,Police Officers,iGain,21,20,2521,1485
cust_82395264,acc_16076663216867,FINANCIAL INTERMEDIATION,STDT,29,227,15145,13842
cust_59773416,acc_14752639126009,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,GIA,87,118,15090,13882
cust_57945004,acc_10046686974913,Real estate activities,Al-AWFAR,50,69,17601,14603
cust_78965517,acc_49268499372483,HOTELS AND RESTAURANTS,GIA AWFAR,59,168,39109,35751
cust_66962586,acc_79716149316300,Cooks,iGain,51,11,6089,3144
cust_16522037,acc_13135451525192,IT SPECIALIST,GIA AWFAR,28,23,194796,112022
cust_35934005,acc_68703184581926,CLERICAL,GIA,84,62,122114,94373
cust_25904706,acc_84081458567456,Pharmacists,WAFIYAH,78,111,3179,2677
cust_76140384,acc_25120076372008,NON-EXECUTIVE,Al-AWFAR,71,91,9249,7548
cust_13163245,acc_23217736133926,"FORESTRY, LOGGING AND RELATED SERVI",IHSAN,41,49,5478,4288
cust_28216413,acc_87472087625848,GENERAL WORKER,WAFIYAH,67,87,29934,25732
cust_63770053,acc_84081214895508,IT SPECIALIST,GIA,95,83,17385,14734
cust_72531831,acc_58504758963776,PENSIONER,iGain,68,128,31380,26179
cust_55297440,acc_83727989136458,Cartographers and Surveyors,iGain,54,137,3162,2909
cust_87464716,acc_18348046968204,Pharmacists,GIA AWFAR,34,213,27021,23553
cust_92704607,acc_45503336614487,(blank),STDT,57,195,95948,88272
cust_21889255,acc_76401780049573,ARCHITECT,STDT,43,73,75849,59475
cust_95725998,acc_33170676339156,DOCTOR,WAFIYAH,65,218,43885,38370
cust_65294176,acc_77709602299019,CONSULTANT,IHSAN,14,127,594,495
cust_67259723,acc_55376074395173,Landscape Architects,GIA AWFAR,27,49,16861,12980
cust_18558617,acc_77523938915340,STUDENT,GIA,80,85,5896,4805
cust_65968469,acc_51821167407159,NON-EXECUTIVE,WAFIYAH,44,180,4063,3510
cust_75314406,acc_43111390619963,Dentists,IHSAN,48,198,507,434
cust_62271201,acc_29727029483076,Actors,STDT,58,93,55373,48827
cust_17604389,acc_28754140729151,"PUBLIC ADMINISTRATION & DEFENSE,",WAFIYAH,49,42,14044,10534
cust_57090470,acc_77634172951425,General Office Clerks,TDT,78,50,22650,18411
cust_94234584,acc_20701931323056,PILOT,GIA AWFAR,32,29,31680,20074
cust_75107486,acc_17738411509985,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,IHSAN,78,169,505,455
cust_22366713,acc_25866222851991,Engineering Prof(incl Electrotechno,WAFIYAH,28,123,24027,20261
cust_96394465,acc_25781186030852,"MANUFACTURE OF WEARING APPAREL, DRE",IHSAN,43,111,611,528
cust_96299222,acc_84079686052620,Extra-Territorial Organisations and,IHSAN,62,163,12210,10726
cust_25245597,acc_45865596112679,Religious Teachers,TDT,89,200,2174,1982
cust_82079575,acc_99134961162443,Vocational Education Teachers,iGain,30,192,14156,13023
cust_46604539,acc_22349013201155,NURSE,WAFIYAH,62,37,54295,39795
cust_63431380,acc_68818584312427,"EDUCATION, HEALTH AND OTHERS",iGain,15,144,6042,5224
cust_50066767,acc_50385655648112,Accountants,IHSAN,16,213,3681,3386
cust_80436169,acc_45362635902736,Other service activities,IHSAN,79,187,6182,5536
cust_99699387,acc_88757577914867,Managers,GIA AWFAR,74,82,14429,12032
cust_81560335,acc_97803608124555,Manufacture of Other Non-metallic,IHSAN,43,97,6032,5076
cust_93823428,acc_88557306289676,"PUBLIC ADMINISTRATION & DEFENSE,",TDT,66,215,51455,45373
cust_95142435,acc_27307061113161,Human Health and Social Work Activities,IHSAN,44,12,18186,10109
cust_18109488,acc_29871812908804,TECHNICIAN,STDT,34,128,47261,42228
cust_32804501,acc_69046649118555,Economists,iGain,48,32,7129,4841
cust_74967091,acc_36017522347437,PILOT,WAFIYAH,38,216,32204,28686
cust_63106830,acc_76125261770252,Building Architects,GIA,83,14,31687,18289
cust_14513155,acc_60977858572868,"PUBLIC ADMINISTRATION & DEFENSE,",Al-AWFAR,47,10,5168,2700
cust_18554427,acc_59581789164136,Manufacture of Other Non-metallic,STDT,38,82,23429,19258
cust_56849265,acc_84569223235490,CHILDREN BELOW AGE,iGain,58,52,3748,2856
cust_65454912,acc_73947949456841,Ships Deck Officers and Pilots,Al-AWFAR,78,121,10882,9516
cust_25094740,acc_12391998849756,"Skilled Agricultural, Forestry, Livestock and Fishery Workers",GIA AWFAR,34,75,16647,13915
cust_25416217,acc_14451322343141,Optometrists and Ophthalmic Opticians,iGain,94,89,2150,1789
cust_21640619,acc_64140260721041,DENTIST,TDT,51,138,2423,2183
cust_60845555,acc_53757286806004,Physical & Engineering Scien Technicians,Al-AWFAR,69,137,61769,56827
cust_10706827,acc_33416618980869,"Recreational, cultural and sporting",IHSAN,96,225,654,562
cust_61518746,acc_47679047858332,SECTOR N.E.C,STDT,48,118,18130,15327
cust_52833579,acc_78211928685957,HEALTH AND SOCIAL WORK,TDT,27,138,10566,9230
cust_51938663,acc_84395033619213,TECHNICIAN,TDT,77,164,4940,4352
cust_71134863,acc_60510076110103,System Analysts,Al-AWFAR,10,46,2453,1954
cust_57036859,acc_44683253277139,Personal Services Workers Not Elwhe,GIA,51,162,110818,101952
cust_78753105,acc_34362708534559,"EDUCATION, HEALTH AND OTHERS",STDT,98,208,42796,39372
cust_92810597,acc_56972662369232,Hospitality & Rel Services Professi,iGain,47,80,10471,8716
cust_81932024,acc_38327465670794,FIRE FIGHTER,TDT,71,47,7981,5924
cust_56593557,acc_60768562334250,Optometrists and Ophthalmic Opticians,IHSAN,57,86,575,463
cust_54293789,acc_70898714425867,Secondary Education Teachers,GIA AWFAR,29,69,24044,20258
cust_31213773,acc_15947128982745,ACADEMICIANS,Al-AWFAR,38,143,3144,2843
cust_63963409,acc_10096071852047,General Office Clerks,IHSAN,57,208,729,670
cust_22522189,acc_29104942495666,Religious Professionals,TDT,19,145,15835,13996
cust_93811261,acc_90506034794690,ENGINEER,IHSAN,47,34,720,490
cust_86053983,acc_68166168690570,"EDUCATION, HEALTH AND OTHERS",WAFIYAH,47,79,2924,2467
cust_20776022,acc_25476431674332,"Recreational, cultural and sporting",TDT,85,167,11773,10831
cust_80736029,acc_90123756564125,STEWARD/STEWARDESS,WAFIYAH,21,82,10225,8175
cust_20539320,acc_52296034625860,"MANUFACTURE OF WEARING APPAREL, DRE",iGain,85,143,3323,3029
cust_17893811,acc_52848258101079,WAITER/WAITRESS,GIA AWFAR,46,168,10134,9061
cust_53937407,acc_94198774945838,Vocational Education Teachers,iGain,68,82,4076,3309
cust_69207695,acc_15353802296500,MEDICAL DOCTOR,Al-AWFAR,60,157,4775,4025
cust_75592975,acc_29366044716584,DOCTOR VETERINAR,IHSAN,36,98,9575,8232
cust_47674747,acc_62719419263925,Religious Professionals,GIA AWFAR,93,36,155244,115050
cust_92946111,acc_27593785862380,MANUFACTURE OF TEXTILES,GIA AWFAR,30,92,33741,30612
cust_79688927,acc_71157430828806,"Retail trade,except of motor",STDT,13,109,1829,1616
cust_28743828,acc_29268306040304,Physical & Engineering Scien Technicians,GIA AWFAR,77,5,84521,39836
cust_70410827,acc_18924127353893,Craft and Related Trades Workers,Al-AWFAR,65,215,20205,18130
cust_75748112,acc_28628664367675,WAITER/WAITRESS,Al-AWFAR,90,129,3945,3603
cust_40027398,acc_48046063084485,Rental of personal and household goods,GIA AWFAR,51,13,13807,6947
cust_76440818,acc_25852446925577,"OTHER COMMUNITY, SOCIAL & PERSONAL",WAFIYAH,11,209,4893,4320
cust_90852989,acc_22122282243101,ACADEMICIANS,GIA AWFAR,11,206,3889,3414
cust_83540285,acc_87425369759704,Sales Workers Not Elsewhere Classif,iGain,48,7,3336,1325
cust_78627893,acc_38835748323757,ACADEMICIANS,GIA AWFAR,32,43,24075,18586
cust_67104769,acc_42468281786642,SEAMSTRESS,iGain,92,90,6183,5166
cust_34348144,acc_14974336855110,Economists,GIA AWFAR,20,124,21876,18778
cust_81570065,acc_42163266115184,Hospitality & Rel Services Professi,IHSAN,89,176,2738,2355
cust_42777281,acc_33832645958942,Motor Vehicle Mechanics and Repaire,GIA,29,105,46094,39830
cust_57897713,acc_64943656060760,Real estate activities,iGain,20,149,13097,12049
cust_38299598,acc_28485126790516,Personal Services Workers Not Elwhe,iGain,34,7,4205,2090
cust_38171536,acc_89952890775655,Professionals,GIA,22,160,7096,5987
cust_24185048,acc_93669995882759,"Sales, Marketing & Public Relations",STDT,46,221,126080,111981
cust_23300503,acc_18984795145911,"EDUCATION, HEALTH AND OTHERS",STDT,39,129,51914,44318
cust_17763293,acc_19666266065971,"Mining,Manufacturing & Construction Prof",GIA,57,112,6176,5590
cust_94251471,acc_20379379429988,University and Higher Education Teacher,Al-AWFAR,58,75,5183,4354
cust_49411363,acc_65761233067928,COMPANY DIRECTOR,WAFIYAH,10,230,3018,2655
cust_76374221,acc_20977206778866,Managing Directors and Chief Executives,TDT,21,12,32017,16267
cust_44498784,acc_86714408613723,Building Architects,iGain,24,72,50601,41049
cust_21512945,acc_77884436344410,Dentists,IHSAN,27,37,4611,3465
cust_75671713,acc_83782797241422,"EDUCATION, HEALTH AND OTHERS",GIA,18,209,21070,19273
cust_25839954,acc_57345447419741,Other service activities,Al-AWFAR,38,118,9651,8679
cust_59769375,acc_99700949036723,Other service activities,GIA,59,222,9672,8210
cust_95415952,acc_13975759264974,System Analysts,STDT,37,161,80948,72182
cust_94252598,acc_46113846776750,FIRE FIGHTER,IHSAN,39,136,4330,3983
cust_42470468,acc_39154300204387,DENTIST,IHSAN,52,127,885,814
cust_80227134,acc_95378094884137,Financial and Investment Advisers,IHSAN,59,52,13120,9449
cust_65140821,acc_61917486264783,Pharmacists,GIA AWFAR,39,137,30157,26488
cust_53143260,acc_82557186890025,Financial and Investment Advisers,iGain,29,166,2402,2062
cust_22593530,acc_25330707429266,Religious Professionals,GIA,46,232,15251,14030
cust_43872352,acc_98077072951039,EDUCATION,TDT,12,134,5971,5338
cust_68672627,acc_54877559218868,Pharmacists,GIA AWFAR,54,226,155951,136602
cust_98796839,acc_54430486864358,Administrative Associate Profession,IHSAN,94,227,3054,2748
cust_74598421,acc_97379625569116,Religious Professionals,GIA AWFAR,45,128,175480,146401
cust_86170317,acc_44265912509543,Ships Deck Officers and Pilots,WAFIYAH,19,108,50494,42418
cust_95607519,acc_45777252209949,ACADEMICIANS,IHSAN,73,38,10499,7451
cust_48142332,acc_62627743252444,Sales Workers Not Elsewhere Classif,IHSAN,21,68,11922,10040
cust_20663071,acc_21524734949300,SELF-EMPLOYED,iGain,27,212,8182,6942
cust_34387046,acc_38897706377066,Physical & Engineering Scien Technicians,STDT,23,37,106433,73627
cust_86548031,acc_27388749020061,General Office Clerks,GIA AWFAR,89,98,56382,50413
cust_89014142,acc_19295513119634,Manufacture of Other Non-metallic,iGain,98,169,28448,24221
cust_67336649,acc_87953014569791,ACADEMICIANS,iGain,61,61,3854,3105
cust_21046644,acc_63039804951472,Police Officers,GIA AWFAR,65,234,89448,80606
cust_20972951,acc_42280551237512,Managing Directors and Chief Executives,STDT,68,158,179194,164858
cust_53035490,acc_46780243963004,Primary School & Early Childhood Teachers,IHSAN,64,11,1528,745
cust_62943219,acc_48836710331861,Actors,GIA AWFAR,58,63,191878,153363
cust_12914076,acc_66983426393023,"Sales, Marketing & Public Relations",STDT,98,179,39971,36773
cust_71748672,acc_93409245234009,Service and Sales Workers,GIA,75,208,9863,8467
cust_59005901,acc_93950165769128,Managing Directors and Chief Executives,TDT,17,223,108,96
cust_11107241,acc_45234278157759,OTHERS,TDT,45,205,36193,32011
cust_18610978,acc_39633621363799,Professional Police Inspector & Det,GIA AWFAR,97,22,52705,31481
cust_50888616,acc_50594185016672,AUDITOR,Al-AWFAR,46,177,6210,5713
cust_75032689,acc_61114080738564,Household,GIA,28,31,39604,27094
cust_84285955,acc_51563612030477,"Plant and Machine Operators, and Assemblers",STDT,88,23,35456,20819
cust_48817143,acc_69287806883503,TEACHER/LECTURER,IHSAN,66,168,2615,2350
cust_36582312,acc_59895912104178,Secondary Education Teachers,Al-AWFAR,60,117,48205,44348
cust_97147931,acc_38864399202466,SELF-EMPLOYED,STDT,47,157,84672,73498
cust_51269327,acc_41115772518636,SEAMSTRESS,STDT,21,205,108081,97543
cust_38385074,acc_44073350880375,Hospitality & Rel Services Professi,STDT,44,21,67997,39933
cust_49808271,acc_18517579142444,DENTIST,GIA,49,129,145675,128606
cust_11088248,acc_24945636917257,Primary School & Early Childhood Teachers,iGain,93,201,4873,4137
cust_37173465,acc_75080242193084,Primary School & Early Childhood Teachers,WAFIYAH,37,108,5263,4815
cust_56399901,acc_45018704036987,Ships Deck Officers and Pilots,iGain,23,128,2814,2423
cust_92659770,acc_29308507530412,General Office Clerks,Al-AWFAR,48,122,15440,14084
cust_76440346,acc_60640516951737,"PUBLIC ADMINISTRATION & DEFENSE,",TDT,99,219,19219,16914
cust_80316463,acc_77998558822608,Elementary Occupations,Al-AWFAR,53,16,29114,15389
cust_59041153,acc_33168012611083,BANKER,iGain,44,212,6894,6342
cust_19952956,acc_84411089373137,Human Health and Social Work Activities,GIA,70,197,5212,4795
cust_45183382,acc_93475437366254,Sales Workers Not Elsewhere Classif,GIA,68,196,42941,38813
cust_99733119,acc_63765507616645,Other Agriculture,STDT,36,102,199325,177496
cust_13975390,acc_70205289309242,Sales Workers Not Elsewhere Classif,STDT,97,126,32169,28139
cust_89128002,acc_14731839129074,Manufacture of Tobacco Products,WAFIYAH,63,92,3942,3378
cust_71604609,acc_95096790191971,CLERK,GIA AWFAR,15,64,828,651
cust_35551759,acc_45323626083844,Cooks,iGain,46,211,9608,8839
cust_80018980,acc_93151036049088,Motor Vehicle Mechanics and Repaire,GIA AWFAR,93,124,21205,18271
cust_85320692,acc_62107977227521,Extra-Territorial Organisations and,STDT,45,175,36847,33899
cust_13889718,acc_10415691895899,AUDITOR,TDT,61,28,21063,13434
cust_19577757,acc_13468779939109,SERVICE MANAGER,STDT,65,191,36663,32919
cust_69917465,acc_71237692510292,Secondary Education Teachers,WAFIYAH,73,160,8622,7900
cust_99919425,acc_60640121244873,"Mining,Manufacturing & Construction Prof",TDT,88,240,2318,2086
cust_12156988,acc_12387919348546,CLERICAL,TDT,23,36,59107,40708
cust_69911626,acc_76911396510014,Renting of machinery&equipment w/o,Al-AWFAR,56,132,8973,7941
cust_22287210,acc_86693080336226,Economists,Al-AWFAR,58,125,6711,6105
cust_68511251,acc_54677573419537,Financial and Investment Advisers,GIA,23,132,6710,5811
cust_66098338,acc_51918169632152,"Mining,Manufacturing & Construction Prof",STDT,70,17,77538,42895
cust_18139665,acc_10492579795116,System Analysts,TDT,20,116,48412,42524
cust_71265528,acc_80798474124423,Clerical Support Workers,Al-AWFAR,51,75,2327,1995
cust_90733005,acc_39764446007149,AUDITOR,GIA AWFAR,39,150,15453,13729
cust_87709929,acc_89088725780428,Religious Teachers,IHSAN,23,59,858,723
cust_12609955,acc_43575452880224,DENTIST,Al-AWFAR,84,107,18449,15998
cust_32132489,acc_60857011956763,Professional Police Inspector & Det,GIA,31,151,114747,101502
cust_31674525,acc_34330760937939,"FORESTRY, LOGGING AND RELATED SERVI",TDT,32,20,10056,5825
cust_50796309,acc_24452948132642,"Recreational, cultural and sporting",STDT,86,190,36547,31346
cust_22871968,acc_79741711304319,Religious Teachers,GIA,88,173,67643,58470
cust_86891197,acc_54693143096165,Renting of machinery&equipment w/o,IHSAN,13,18,7699,4238
cust_79909114,acc_58283913137702,Real estate activities,iGain,35,20,4970,3073
cust_82751477,acc_96887435813356,Scheduled air transport,TDT,73,205,3620,3247
cust_27838380,acc_96722192099993,Oth biz serv n.e.c,iGain,80,71,7487,6056
cust_11311532,acc_87007790953216,CHILDREN BELOW AGE,IHSAN,99,208,8743,8043
cust_91957440,acc_26884836348853,COMPANY DIRECTOR,IHSAN,59,122,6497,5977
cust_36001756,acc_63484542487142,Craft and Related Trades Workers,GIA,10,85,5342,4731
cust_69064213,acc_89033268218998,SEAMSTRESS,iGain,88,69,42643,33837
cust_91849288,acc_43701754280404,LAWYER/SOLICITOR,iGain,24,160,5560,4885
cust_13254643,acc_19099554934202,PHARMACIST,iGain,20,30,7003,4978
cust_10492603,acc_82986661201592,"Skilled Agricultural, Forestry, Livestock and Fishery Workers",IHSAN,70,100,584,509
cust_10488685,acc_53358719622595,Aircraft Pilots & Related Professionals,GIA,64,86,95989,80776
cust_24069316,acc_60795341232326,Physical & Engineering Scien Technicians,TDT,15,41,4442,3311
cust_14649212,acc_98392986668606,CONSULTANT,TDT,25,88,6007,5301
cust_83798276,acc_64649028744466,GOVERNMENT SERVANT,WAFIYAH,63,129,2583,2240
cust_64533265,acc_48248144709949,General Office Clerks,IHSAN,32,164,7212,6496
cust_98204207,acc_43298593106247,HEALTH AND SOCIAL WORK,IHSAN,71,25,7919,5172
cust_82133362,acc_47585736338864,LAWYER/SOLICITOR,IHSAN,47,210,5840,5043
cust_96686911,acc_20655917486080,Landscape Architects,WAFIYAH,62,212,4242,3812
cust_31469753,acc_81527550257581,"Skilled Agricultural, Forestry, Livestock and Fishery Workers",iGain,52,168,58086,50035
cust_35901963,acc_85394517236833,Primary School & Early Childhood Teachers,WAFIYAH,42,223,32186,27981
cust_86446795,acc_35595742111606,Vocational Education Teachers,GIA AWFAR,40,105,71741,61219
cust_32039451,acc_37341695656894,Rental of personal and household goods,iGain,72,198,22077,20135
cust_15150874,acc_88690083070133,"Mining,Manufacturing & Construction Prof",IHSAN,56,176,14056,12456
cust_70221711,acc_12157331997515,"EDUCATION, HEALTH AND OTHERS",iGain,63,137,61411,53323
cust_82086746,acc_56841169939050,TECHNICIAN,TDT,61,47,18002,13546
cust_97137659,acc_51730814321335,Language Teachers,WAFIYAH,28,136,9303,7935
cust_93501588,acc_72111409262061,Transport via railways (MRS),TDT,92,217,7653,6976
cust_20820751,acc_24705253013450,PHARMACIST,STDT,60,237,125172,115158
cust_79489755,acc_70149766671563,Elementary Occupations,Al-AWFAR,74,110,21566,18799
cust_86151511,acc_43906060708738,DENTIST,GIA AWFAR,89,63,12604,10062
cust_72830870,acc_65684330035267,Physical & Engineering Scien Technicians,TDT,93,181,3379,3066
cust_83781973,acc_13608550888549,Landscape Architects,WAFIYAH,70,22,55360,30530
cust_85418219,acc_51555447746605,GOVERNMENT SERVANT,GIA,80,40,101271,74439
cust_50189517,acc_57002580458413,General Office Clerks,TDT,52,137,66977,61618
cust_13613616,acc_29289376256948,Oth biz serv n.e.c,IHSAN,76,238,2425,2171
cust_51057492,acc_22566128876120,LAWYER/SOLICITOR,STDT,38,82,114318,96032
cust_28160389,acc_26962687271107,Extra-Territorial Organisations and,GIA,74,109,83631,74906
cust_20235647,acc_40972697025701,BANKER,WAFIYAH,17,81,216,192
cust_21243131,acc_18712913437447,"Plant and Machine Operators, and Assemblers",Al-AWFAR,92,108,3419,3083
cust_72763658,acc_95258781615664,"OTHER COMMUNITY, SOCIAL & PERSONAL",Al-AWFAR,32,6,79127,30419
cust_55407789,acc_46449465534623,CLERICAL,WAFIYAH,69,145,2235,2027
cust_58585482,acc_82807264225607,GOVERNMENT SERVANT,iGain,11,145,4828,4441
cust_77066931,acc_97697541079796,Oth biz serv n.e.c,Al-AWFAR,24,79,22017,18877
cust_59344099,acc_17266175200246,Physical & Engineering Scien Technicians,TDT,98,67,24737,19290
cust_17742202,acc_68650252114149,Dentists,Al-AWFAR,85,184,5136,4648
cust_86601798,acc_88426817806709,Cooks,GIA,30,49,58190,41930
cust_50390269,acc_67081099057005,Engineering Prof(incl Electrotechno,IHSAN,21,16,1111,649
cust_23969169,acc_48612350922167,Other service activities,GIA,83,14,83863,41808
cust_83199563,acc_48796872187414,University and Higher Education Teacher,WAFIYAH,99,213,4488,4042
cust_76115898,acc_13230899740662,Managing Directors and Chief Executives,STDT,25,90,91169,75590
cust_14772334,acc_58114067616034,"FORESTRY, LOGGING AND RELATED SERVI",GIA AWFAR,69,29,104532,66675
cust_27373734,acc_99418869710816,TANNING&DRESSING OF LEATHER;MFR OF,Al-AWFAR,35,212,4016,3694
cust_11417449,acc_96283677337474,COMPANY DIRECTOR,iGain,76,40,4812,3474
cust_34368287,acc_13635930595794,RECEPTIONIST,STDT,47,84,112859,93660
cust_18998233,acc_73521730326653,Rental of personal and household goods,IHSAN,21,9,686,299
cust_73891422,acc_37158838002723,Religious Teachers,IHSAN,39,165,1011,853
cust_57029781,acc_91269023806552,BANKER,Al-AWFAR,58,170,10737,9207
cust_98218430,acc_14060327113835,RECEPTIONIST,Al-AWFAR,81,183,61837,55650
cust_77448166,acc_94228669180997,Religious Professionals,iGain,11,67,3535,2983
cust_65038924,acc_85372816940899,Primary School & Early Childhood Teachers,STDT,96,82,40946,33854
cust_55838201,acc_20575394402734,Craft and Related Trades Workers,iGain,68,226,73865,67955
cust_14905028,acc_15384190358556,RECEPTIONIST,STDT,88,198,49859,43687
cust_16318111,acc_85123689789424,Elementary Occupations,GIA AWFAR,93,13,36670,18685
cust_65467807,acc_24018190387712,Scheduled air transport,WAFIYAH,23,168,9132,7875
cust_10394126,acc_58140833767828,HOTELS AND RESTAURANTS,STDT,18,196,33673,30979
cust_13811549,acc_92417037209083,Secondary Education Teachers,WAFIYAH,79,136,6651,6118
cust_29722216,acc_61070330219439,Telecommunication,GIA,26,156,51881,43724
cust_89573114,acc_45750997132554,ARCHITECT,WAFIYAH,23,5,2325,955
cust_51303711,acc_50051444936859,Professional Gov Social Benefit Off,GIA AWFAR,52,12,77103,41932
cust_73862045,acc_15680545363348,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,iGain,92,13,4201,1988
cust_47040603,acc_97187708922543,Religious Teachers,iGain,81,42,8253,6154
cust_25581506,acc_37958876657297,Economists,STDT,56,238,21925,20171
cust_43404086,acc_27042714250556,Human Health and Social Work Activities,TDT,27,154,15368,13750
cust_18254890,acc_35744257165635,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,STDT,40,189,99213,90643
cust_79322782,acc_96793587540233,Administrative Associate Profession,IHSAN,71,74,1851,1628
cust_26517990,acc_18485744813920,"Mining,Manufacturing & Construction Prof",STDT,24,226,22905,21072
cust_43873914,acc_88057273645106,COMPUTER PROGRAMMER,iGain,57,51,4612,3527
cust_98202446,acc_73705950496130,University and Higher Education Teacher,IHSAN,11,217,4839,4271
cust_63276691,acc_84701726124312,TEACHER/LECTURER,IHSAN,39,12,1343,642
cust_51270457,acc_97830778633110,Ships Deck Officers and Pilots,GIA AWFAR,32,9,101840,51018
cust_58871149,acc_85793918996518,TEACHER/LECTURER,iGain,71,23,6787,3858
cust_80567285,acc_94904411615006,Language Teachers,STDT,92,191,24457,21759
cust_32903360,acc_21424173111182,WAITER/WAITRESS,TDT,23,65,29259,23777
cust_67276750,acc_81620970865027,Language Teachers,iGain,81,111,11265,9684
cust_88542236,acc_59110812467294,LAWYER/SOLICITOR,STDT,69,116,16265,14418
cust_61517183,acc_58914603557187,ACCOUNTANT,WAFIYAH,97,191,69011,63490
cust_50188604,acc_90902941868846,"EDUCATION, HEALTH AND OTHERS",GIA AWFAR,92,87,15568,13190
cust_23061722,acc_97462343678204,Dentists,IHSAN,19,6,1842,776
cust_32346056,acc_73435449073886,Building Architects,Al-AWFAR,76,96,8271,7379
cust_95142200,acc_53464455052460,"PUBLIC ADMINISTRATION & DEFENSE,",STDT,63,73,53293,44488
cust_58713395,acc_51076347211166,MANUFACTURE OF TEXTILES,GIA,20,177,72307,66522
cust_37120836,acc_44770731150086,Aircraft Pilots & Related Professionals,GIA,33,182,5104,4600
cust_47653149,acc_42543912661539,Landscape Architects,IHSAN,93,26,15591,9751
cust_62021549,acc_45235615751598,CLERK,WAFIYAH,58,192,21677,18367
cust_58379243,acc_18077791172607,"Librarians, Archivists and Curators",TDT,40,21,66686,36309
cust_33174337,acc_16969247673439,CONSULTANT,iGain,38,151,40791,34334
cust_68430983,acc_80188285948508,CLERICAL,Al-AWFAR,85,96,61305,53529
cust_49840946,acc_50146560362820,Ships Deck Officers and Pilots,STDT,35,76,71151,56388
cust_94653496,acc_93761603969015,Elementary Occupations,TDT,24,119,7473,6856
cust_24213051,acc_65099890773455,FINANCIAL INTERMEDIATION,STDT,61,78,47244,39585
cust_23359509,acc_13165838396597,"Recreational, cultural and sporting",GIA AWFAR,99,192,71800,63903
cust_51549261,acc_24177100718573,HOTELS AND RESTAURANTS,GIA AWFAR,26,233,35930,31396
cust_55751746,acc_28523781371170,"Mining,Manufacturing & Construction Prof",WAFIYAH,32,197,29734,27246
cust_72178768,acc_97816242195069,Accountants,Al-AWFAR,52,108,2806,2380
cust_46363095,acc_29683380353647,RECEPTIONIST,iGain,27,123,42731,36423
cust_92234430,acc_56418010865924,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,iGain,68,110,4248,3864
cust_52675185,acc_94255923847617,EDUCATION,IHSAN,32,192,16265,14768
cust_21640276,acc_97947345692292,CONSULTANT,WAFIYAH,21,135,3550,3124
cust_20729577,acc_31272439184519,Primary School & Early Childhood Teachers,GIA AWFAR,33,115,14724,13202
cust_97606526,acc_14420587937503,(blank),STDT,93,101,122858,106518
cust_22068514,acc_23824164928398,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,GIA AWFAR,94,93,116188,101078
cust_95306606,acc_15699563083230,Managing Directors and Chief Executives,GIA AWFAR,55,135,91444,78875
cust_35026799,acc_27561181698310,DOCTOR VETERINAR,GIA AWFAR,46,167,177697,163481
cust_18406831,acc_61171274323336,NON-EXECUTIVE,IHSAN,83,107,1357,1159
cust_37423414,acc_92120391666607,"Recreational, cultural and sporting",iGain,27,195,42208,38831
cust_65322823,acc_58349699532490,"FINANCE, INSURANCE, REAL ESTATE AND",GIA,68,200,16557,14772
cust_48511289,acc_66339060102917,IT SPECIALIST,Al-AWFAR,71,106,14522,13001
cust_80702235,acc_28168052644858,PILOT,GIA,73,219,22761,20940
cust_64988879,acc_82052525860646,Elementary Occupations,GIA,29,45,5100,3961
cust_46070556,acc_65601001765502,CONSULTANT,GIA AWFAR,74,224,55899,48838
cust_67116620,acc_87772314627345,GENERAL WORKER,TDT,65,74,31522,27167
cust_97431635,acc_95395879630520,NON-EXECUTIVE,TDT,88,138,3808,3503
